u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,length,geometry,bearing,layer_height,stroke_group,edge_interior_angle
50655845,33144750,0,4996486,True,,,Rosensteingasse,residential,30,116.05700000000002,"LINESTRING (16.3298143 48.2250272, 16.3297651 48.2249608, 16.3297188 48.2248907, 16.3294425 48.224501, 16.3291359 48.2240865)",205.7,height 2,2,"{(33144750, 33144747, 0): 76.53, (33144750, 33144659, 0): 167.96, (50655844, 50655845, 0): 99.77199999999999, (64971266, 50655845, 0): 177.241}"
60631071,33344823,0,30764141,True,,,Schulgasse,residential,30,74.191,"LINESTRING (16.3401854 48.2252581, 16.3392191 48.2254335)",285.2,height 1,12,"{(33144555, 60631071, 0): 85.044, (33344823, 33345301, 0): 124.885, (60631071, 401838, 0): 173.63, (60631071, 33345294, 0): 88.11500000000001}"
60631071,401838,0,30764140,True,,,Schulgasse,residential,30,139.161,"LINESTRING (16.3401854 48.2252581, 16.3419567 48.2251368, 16.3420541 48.2251301)",95.9,height 1,12,"{(33143834, 401838, 0): 86.008, (33144555, 60631071, 0): 101.326, (33344810, 401838, 0): 179.443, (33344817, 401838, 0): 93.782, (60631071, 33344823, 0): 173.63, (60631071, 33345294, 0): 85.515}"
60631071,33345294,0,445235065,True,,,Abt-Karl-Gasse,residential,30,106.03,"LINESTRING (16.3401854 48.2252581, 16.3401945 48.2253197, 16.340325 48.2262071)",5.6,height 2,67,"{(33144555, 60631071, 0): 173.159, (33345294, 33345293, 0): 164.95600000000002, (60631071, 33344823, 0): 88.11500000000001, (60631071, 401838, 0): 85.515}"
60658958,33182042,0,4997430,True,,,Lederergasse,residential,30,93.793,"LINESTRING (16.3482146 48.2140461, 16.3484267 48.2134155, 16.3484633 48.2132938, 16.3484814 48.2132337, 16.3484849 48.2132221)",167.7,height 2,48,"{(33182042, 33182041, 0): 171.98299999999998, (33182042, 33182039, 0): 104.099, (33182043, 60658958, 0): 177.47, (33182047, 33182042, 0): 76.12899999999999, (60658958, 33182040, 0): 73.194}"
60658958,33182040,0,8096351,True,,,Haspingergasse,residential,30,92.03,"LINESTRING (16.3482146 48.2140461, 16.3488438 48.2140657, 16.3494553 48.2140848)",87.3,height 1,110,"{(33182039, 33182040, 0): 92.092, (33182040, 218245323, 0): 87.613, (33182043, 60658958, 0): 109.336, (60658958, 33182042, 0): 73.194}"
60957703,64975131,0,27589400,True,,,Köhlergasse,residential,30,96.91,"LINESTRING (16.3335919 48.2293961, 16.3335844 48.2293838, 16.3330993 48.2285887)",202.1,height 2,17,"{(64975131, 29048460, 0): 65.881, (64975746, 64975131, 0): 112.408, (287914700, 60957703, 0): 100.053}"
64969715,29048470,0,"[141251802, 141233621]",True,,,Kreuzgasse,tertiary,50,75.649,"LINESTRING (16.3316802 48.2261538, 16.3318772 48.2260974, 16.332417 48.2259476, 16.3325431 48.2259115, 16.3325806 48.2259008, 16.3326189 48.2258864)",113.2,height 1,47,"{(29048470, 29048469, 0): 179.37800000000001, (29048470, 33345319, 0): 101.58, (64969715, 29048472, 0): 179.42000000000002, (64970487, 64969715, 0): 108.463, (64970627, 29048470, 0): 79.022}"
64969715,29048472,0,148687065,True,2,,Kreuzgasse,tertiary,50,70.809,"LINESTRING (16.3316802 48.2261538, 16.3312179 48.2262811, 16.3308796 48.2263942, 16.3308107 48.2264173)",294.5,height 1,47,"{(29048472, 64971266, 0): 104.759, (64969715, 29048470, 0): 179.42000000000002, (64970487, 64969715, 0): 70.957, (64975551, 29048472, 0): 75.679}"
64970487,50655844,0,4996517,True,,,Rokitanskygasse,residential,30,89.812,"LINESTRING (16.3311374 48.2253378, 16.3306833 48.2245889)",202.0,height 2,70,"{(33144463, 50655844, 0): 84.774, (50655844, 33144747, 0): 179.67, (50655844, 50655845, 0): 94.46600000000001, (64970487, 64969715, 0): 177.865, (64970487, 64970627, 0): 104.83, (64971266, 64970487, 0): 84.229}"
64970487,64969715,0,"[138645040, 219443538, 8892326]",True,,,Sommarugagasse,residential,30,99.248,"LINESTRING (16.3311374 48.2253378, 16.3311428 48.225346, 16.3311677 48.2253843, 16.3312242 48.2254708, 16.3312295 48.225479, 16.3313148 48.2256072, 16.3315833 48.2260109, 16.3316129 48.2260553, 16.3316401 48.2260952, 16.3316507 48.2261107, 16.3316706 48.2261398, 16.3316802 48.2261538)",23.9,height 2,70,"{(64969715, 29048470, 0): 108.463, (64969715, 29048472, 0): 70.957, (64970487, 50655844, 0): 177.865, (64970487, 64970627, 0): 73.035, (64971266, 64970487, 0): 97.906}"
64970487,64970627,0,148687058,True,,,Antonigasse,residential,30,78.554,"LINESTRING (16.3311374 48.2253378, 16.3312434 48.2253066, 16.3321398 48.2251083)",109.0,height 1,45,"{(33144463, 64970627, 0): 69.12, (64970487, 50655844, 0): 104.83, (64970487, 64969715, 0): 73.035, (64970627, 64972028, 0): 165.44799999999998, (64970627, 29048470, 0): 109.151, (64971266, 64970487, 0): 170.941}"
64970627,64972028,0,148687058,True,,,Antonigasse,residential,30,81.703,"LINESTRING (16.3321398 48.2251083, 16.3330155 48.2246616)",127.4,height 1,45,"{(29048469, 64972028, 0): 98.433, (33144463, 64970627, 0): 96.328, (64970487, 64970627, 0): 165.44799999999998, (64970627, 29048470, 0): 85.401, (64972028, 33144491, 0): 179.082}"
64970627,29048470,0,24939639,True,,,Lacknergasse,residential,30,93.517,"LINESTRING (16.3321398 48.2251083, 16.3325873 48.225835, 16.3326189 48.2258864)",22.3,height 2,40,"{(29048470, 29048469, 0): 101.6, (29048470, 33345319, 0): 179.398, (33144463, 64970627, 0): 178.27100000000002, (64969715, 29048470, 0): 79.022, (64970487, 64970627, 0): 109.151, (64970627, 64972028, 0): 85.401}"
64971266,50655845,0,148687069,True,,,Rosensteingasse,residential,30,85.577,"LINESTRING (16.330349 48.2257094, 16.3298517 48.2250729, 16.3298143 48.2250272)",207.6,height 2,2,"{(29048472, 64971266, 0): 175.077, (50655844, 50655845, 0): 77.469, (50655845, 33144750, 0): 177.241, (64971266, 64970487, 0): 102.484}"
64971266,64970487,0,"[219443849, 183541780, 219443540]",True,,,Antonigasse,residential,30,71.543,"LINESTRING (16.330349 48.2257094, 16.3304571 48.2256578, 16.3308421 48.2254784, 16.3311374 48.2253378)",125.3,height 1,45,"{(29048472, 64971266, 0): 82.439, (64970487, 50655844, 0): 84.229, (64970487, 64969715, 0): 97.906, (64970487, 64970627, 0): 170.941, (64971266, 50655845, 0): 102.484}"
64972028,33144491,0,183541781,True,,,Antonigasse,residential,30,74.66999999999999,"LINESTRING (16.3330155 48.2246616, 16.3334638 48.2244419, 16.3338278 48.224264)",126.3,height 1,45,"{(29048469, 64972028, 0): 80.649, (33144491, 33144487, 0): 179.976, (64970627, 64972028, 0): 179.082, (283324413, 33144491, 0): 105.757, (292365649, 33144491, 0): 74.649}"
64975131,29048460,0,551140400,True,2,,Währinger Straße,secondary,30,79.733,"LINESTRING (16.3330993 48.2285887, 16.3340746 48.2284643, 16.3341565 48.2284539)",100.8,height 1,2,"{(29048460, 393375, 0): 179.077, (33345320, 29048460, 0): 67.726, (60957703, 64975131, 0): 65.881, (64975746, 64975131, 0): 178.28900000000002}"
64975551,33345319,0,5010782,True,,,Staudgasse,residential,30,147.432,"LINESTRING (16.3313451 48.2272904, 16.3331633 48.2267511)",114.0,height 1,46,"{(29048470, 33345319, 0): 74.33, (33345319, 33345320, 0): 104.60499999999999, (33345319, 29048469, 0): 169.99200000000002, (64975551, 29048472, 0): 105.173, (64975746, 64975551, 0): 75.229}"
64975551,29048472,0,9221800,True,,,Paulinengasse,residential,30,104.84900000000002,"LINESTRING (16.3313451 48.2272904, 16.3310255 48.2267728, 16.330864 48.2264999, 16.3308169 48.2264269, 16.3308107 48.2264173)",202.2,height 2,2,"{(29048472, 64971266, 0): 179.562, (64969715, 29048472, 0): 75.679, (64975551, 33345319, 0): 105.173, (64975746, 64975551, 0): 179.59799999999998}"
64975746,64975551,0,9221800,True,,,Paulinengasse,residential,30,173.964,"LINESTRING (16.3322871 48.2287235, 16.3313778 48.2273442, 16.3313451 48.2272904)",203.6,height 2,2,"{(64975551, 33345319, 0): 75.229, (64975551, 29048472, 0): 179.59799999999998, (64975746, 64975131, 0): 112.738}"
64975746,64975131,0,551140400,True,2,,Währinger Straße,secondary,30,62.01299999999999,"LINESTRING (16.3322871 48.2287235, 16.3325119 48.2286812, 16.3330183 48.2286015, 16.3330993 48.2285887)",104.0,height 1,2,"{(60957703, 64975131, 0): 112.408, (64975131, 29048460, 0): 178.28900000000002, (64975746, 64975551, 0): 112.738}"
64975949,33345310,0,8892751,True,1,,Klostergasse,residential,30,61.042,"LINESTRING (16.3350633 48.2283251, 16.3349334 48.227783)",189.1,height 2,104,"{(393375, 64975949, 0): 87.79, (33345289, 33345310, 0): 96.09100000000001, (33345310, 33345311, 0): 178.604, (64975949, 5322689627, 0): 92.19999999999999}"
64975949,5322689627,0,24939395,True,1,,Währinger Straße,secondary,30,18.273,"LINESTRING (16.3350633 48.2283251, 16.3351571 48.2283064, 16.3353047 48.228294)",100.9,height 1,2,"{(393375, 64975949, 0): 179.98999999999998, (64975949, 33345310, 0): 92.19999999999999, (271016303, 5322689627, 0): 150.976, (5322689627, 3337813458, 0): 172.977}"
66822363,2216530090,0,195532942,True,,,Hernalser Hauptstraße,secondary,50,95.24700000000001,"LINESTRING (16.3264774 48.2193377, 16.3265297 48.2193176, 16.3266925 48.2192476, 16.3274629 48.2189164, 16.3275349 48.2188855, 16.3275585 48.2188743)",122.8,height 1,19,"{(33143877, 2216530090, 0): 95.546, (66822363, 33242217, 0): 125.493, (256759891, 66822363, 0): 62.95399999999999, (2216530090, 6590910053, 0): 84.783, (2216530090, 26405245, 0): 179.06199999999998}"
66822363,33242217,0,229818931,True,,,Rosensteingasse,residential,50,93.224,"LINESTRING (16.3264774 48.2193377, 16.3264452 48.2193164, 16.3264305 48.2193054, 16.3264261 48.2193009, 16.3264148 48.2192895, 16.3264025 48.2192687, 16.3263892 48.2192418, 16.3263729 48.2191891, 16.3263381 48.2190668, 16.3263119 48.2189747, 16.3261857 48.2185309)",193.5,height 2,2,"{(33242217, 33242197, 0): 179.51, (33242217, 33143877, 0): 81.59, (66822363, 2216530090, 0): 125.493, (256759891, 66822363, 0): 171.553}"
68164549,249607807,0,237839810,True,1,,Kinderspitalgasse,secondary,30,73.25,"LINESTRING (16.3457204 48.215491, 16.3456233 48.2155064, 16.3452099 48.2155997, 16.3447897 48.2157113)",289.6,height 1,111,"{(33182051, 68164549, 0): 87.98, (33182067, 249607807, 0): 81.43799999999999, (68164549, 685158, 0): 89.071, (249607807, 2451408746, 0): 179.639, (2457060663, 68164549, 0): 176.848}"
68164549,685158,0,237839814,True,,,Alser Straße,residential,30,22.470000000000002,"LINESTRING (16.3457204 48.215491, 16.3457119 48.2154425, 16.3457071 48.2154156, 16.3456979 48.2153637, 16.3456925 48.2153331, 16.345685 48.2152903)",186.7,height 2,18,"{(685158, 33182049, 0): 178.87299999999996, (685158, 2457060680, 0): 86.05699999999999, (33182051, 68164549, 0): 177.051, (68164549, 249607807, 0): 89.071, (2455074401, 685158, 0): 106.63899999999998, (2457060663, 68164549, 0): 94.081}"
68228729,33242275,0,172962672,True,,,Arnethgasse,residential,30,88.106,"LINESTRING (16.3254473 48.21433, 16.3242599 48.2143725)",273.1,height 1,78,"{(25276596, 33242275, 0): 90.279, (33242275, 33242116, 0): 94.54700000000001, (68228729, 2285939391, 0): 98.95900000000002, (248526743, 68228729, 0): 179.25500000000002, (254353386, 68228729, 0): 95.56700000000001}"
68228729,2285939391,0,520512230,True,,,Rosensteingasse,residential,50,129.454,"LINESTRING (16.3254473 48.21433, 16.3254651 48.2141831, 16.3254993 48.213989, 16.3255108 48.2139383, 16.3255271 48.2138704, 16.3255496 48.213733, 16.3255569 48.2136762, 16.3255732 48.2135506, 16.3255938 48.2133999, 16.3255939 48.213347, 16.3255913 48.2133069, 16.3255828 48.2132745, 16.3255651 48.2132434, 16.3255232 48.2131797)",177.5,height 2,2,"{(68228729, 33242275, 0): 98.95900000000002, (248526743, 68228729, 0): 94.114, (254353386, 68228729, 0): 179.29199999999997, (2285939391, 2285936782, 0): 109.102, (2285939391, 2374663294, 0): 168.692, (2383639040, 2285939391, 0): 64.259}"
68445201,28982564,0,8096008,True,1,,Sechsschimmelgasse,secondary,50,66.81,"LINESTRING (16.3537548 48.2251954, 16.3530162 48.2254209, 16.3529349 48.2254457)",294.6,height 1,17,"{(28982564, 28982563, 0): 176.113, (28982564, 28982560, 0): 99.89, (28982569, 68445201, 0): 179.995}"
75605497,75605503,0,9655994,True,,,Nadlergasse,residential,30,122.671,"LINESTRING (16.351368 48.2179014, 16.3510306 48.2179052, 16.3509198 48.217894, 16.3508091 48.2178552, 16.3502703 48.2174698, 16.3499805 48.2174845)",245.7,height 1,112,"{(75605497, 33182055, 0): 82.515, (75605503, 378720, 0): 128.962, (75605503, 33182056, 0): 95.574, (980744161, 75605497, 0): 97.26100000000001, (2507416961, 75605497, 0): 177.93300000000002}"
75605497,33182055,0,191978447,True,,,Spitalgasse,secondary,50,82.214,"LINESTRING (16.351368 48.2179014, 16.3513348 48.217669, 16.3512494 48.2171663)",186.1,height 2,7,"{(33182055, 2507416950, 0): 84.811, (33182055, 33182054, 0): 177.698, (33182056, 33182055, 0): 95.532, (75605497, 75605503, 0): 82.515, (980744161, 75605497, 0): 179.776, (2507416961, 75605497, 0): 95.41799999999999}"
75605503,378720,0,4997415,True,,,Höfergasse,residential,30,30.452,"LINESTRING (16.3499805 48.2174845, 16.3498011 48.2177309)",334.1,height 2,84,"{(27028195, 378720, 0): 114.464, (75605497, 75605503, 0): 128.962, (75605503, 33182056, 0): 135.464, (359131237, 378720, 0): 79.995}"
75605503,33182056,0,4997415,True,,,Höfergasse,residential,30,25.146,"LINESTRING (16.3499805 48.2174845, 16.3499654 48.2173832, 16.3499515 48.2172592)",184.9,height 2,84,"{(33182056, 33182055, 0): 87.642, (33182056, 33182053, 0): 176.91700000000003, (75605497, 75605503, 0): 95.574, (75605503, 378720, 0): 135.464}"
92739749,33144817,0,358608378,True,,,Rosensteingasse,residential,30,77.824,"LINESTRING (16.3276881 48.2213482, 16.3273924 48.2207648, 16.3273802 48.2207407, 16.327352 48.2206851)",198.7,height 2,2,"{(33144621, 92739749, 0): 178.955, (33144719, 92739749, 0): 98.682, (33144817, 33144808, 0): 81.45, (33144817, 256759891, 0): 177.086}"
123849573,4329720417,0,8096326,True,,,Skodagasse,residential,30,15.324000000000002,"LINESTRING (16.3459839 48.2131215, 16.3460194 48.2131712, 16.3460729 48.2132459)",25.5,height 2,80,"{(33182048, 123849573, 0): 127.02399999999999, (1114680094, 123849573, 0): 173.16699999999997, (4329720415, 123849573, 0): 122.21799999999999, (4329720415, 4329720417, 0): 76.537, (4329720417, 33182046, 0): 179.95799999999997}"
123854325,1114010120,0,28079923,True,,,Florianigasse,residential,50,105.295,"LINESTRING (16.3452813 48.2124668, 16.3451262 48.2123966, 16.3448855 48.2122877, 16.3446432 48.2121674, 16.344126 48.2119157)",234.4,height 1,80,"{(123854325, 1114680102, 0): 81.953, (1114010120, 33182063, 0): 129.38299999999998, (1114680094, 123854325, 0): 178.829, (3710788341, 1114010120, 0): 176.974}"
123854325,1114680102,0,96173591,True,,,Skodagasse,residential,30,19.337,"LINESTRING (16.3452813 48.2124668, 16.3452856 48.2124521, 16.3453019 48.2123965, 16.3453111 48.2122944)",173.4,height 2,113,"{(123854325, 1114010120, 0): 81.953, (1114680094, 123854325, 0): 99.21799999999999, (1114680102, 33182075, 0): 145.004, (3704365814, 1114680102, 0): 50.41300000000001}"
151027887,1630416833,0,24341674,True,,,Jörgerstraße,secondary,50,127.77199999999999,"LINESTRING (16.3341004 48.2181913, 16.3328375 48.2181453, 16.3325916 48.2181384, 16.3325295 48.2181366, 16.332379 48.2181482)",267.8,height 1,4,"{(33144774, 151027887, 0): 114.37500000000001, (33144774, 1630416833, 0): 77.961, (264055536, 151027887, 0): 175.543, (1630416833, 685167, 0): 100.56400000000001, (1630416833, 1630416845, 0): 176.41400000000002}"
162796578,33144648,0,11384861,True,,,Hormayrgasse,residential,50,131.496,"LINESTRING (16.33235 48.2225836, 16.3323322 48.2225573, 16.332316 48.2225223, 16.3322825 48.2224527, 16.332211 48.2223124, 16.3320708 48.222027, 16.3318174 48.2215139, 16.3317914 48.2214613)",198.3,height 2,15,"{(33144644, 33144648, 0): 81.606, (33144648, 33144601, 0): 179.958, (33144648, 33144652, 0): 97.657, (33144997, 162796578, 0): 82.54299999999999, (162796578, 392224, 0): 100.284, (292365649, 162796578, 0): 176.561}"
162796578,392224,0,24939638,True,,,Leopold-Ernst-Gasse,residential,30,86.048,"LINESTRING (16.33235 48.2225836, 16.332367 48.2225761, 16.3333166 48.2221545)",123.7,height 1,9,"{(392224, 33144947, 0): 178.746, (392224, 393924, 0): 97.83, (33144644, 392224, 0): 82.123, (33144997, 162796578, 0): 177.173, (162796578, 33144648, 0): 100.284, (292365649, 162796578, 0): 76.277}"
162796582,33144782,0,4996482,True,,,Rötzergasse,residential,30,88.524,"LINESTRING (16.3308885 48.2194706, 16.3308755 48.219482, 16.3308361 48.2195164, 16.3308116 48.2195387, 16.3307837 48.219552, 16.3304671 48.2196532, 16.3298513 48.2198477)",298.6,height 1,74,"{(33144712, 33144782, 0): 71.014, (33144804, 33144782, 0): 179.783, (162796582, 33144706, 0): 64.34299999999999, (162796582, 33144774, 0): 160.65800000000002, (162796582, 685166, 0): 96.402, (1630416845, 162796582, 0): 130.531}"
162796582,33144706,0,11384861,True,,,Hormayrgasse,residential,50,85.88900000000001,"LINESTRING (16.3308885 48.2194706, 16.330938 48.219648, 16.330995 48.2198186, 16.3310881 48.2200215, 16.3311818 48.2202168)",14.7,height 2,15,"{(33144700, 33144706, 0): 100.403, (33144706, 33144601, 0): 179.746, (33144706, 33144712, 0): 86.112, (162796582, 33144782, 0): 64.34299999999999, (162796582, 33144774, 0): 96.315, (162796582, 685166, 0): 160.745, (1630416845, 162796582, 0): 165.12599999999998}"
162796582,33144774,0,23712060,True,,,Rötzergasse,residential,30,138.48,"LINESTRING (16.3308885 48.2194706, 16.3309074 48.219463, 16.3309815 48.2194472, 16.3326133 48.2191282, 16.3326792 48.2191153)",106.6,height 1,74,"{(33144695, 33144774, 0): 98.274, (33144774, 151027887, 0): 179.971, (33144774, 1630416833, 0): 82.993, (162796582, 33144782, 0): 160.65800000000002, (162796582, 33144706, 0): 96.315, (162796582, 685166, 0): 102.94, (1630416845, 162796582, 0): 68.811}"
162796582,685166,0,138646486,True,1,,Hormayrgasse,residential,50,150.031,"LINESTRING (16.3308885 48.2194706, 16.330861 48.2194311, 16.3308015 48.2193455, 16.3307902 48.2192349, 16.3307879 48.219097, 16.3308082 48.2188969, 16.3308274 48.2187364, 16.3308967 48.2182947, 16.3308981 48.2182849, 16.3308945 48.2182744, 16.3308872 48.2182634, 16.3308678 48.2182415, 16.330842 48.2182285, 16.3308115 48.2182132, 16.3307762 48.2182017, 16.3307416 48.2181904)",184.4,height 2,114,"{(685166, 685167, 0): 27.430999999999997, (162796582, 33144782, 0): 96.402, (162796582, 33144706, 0): 160.745, (162796582, 33144774, 0): 102.94, (247630175, 685166, 0): 156.7, (1630416845, 162796582, 0): 35.56299999999999, (1630416845, 685166, 0): 157.216}"
213287623,378727,0,378265326,True,5,B221,Währinger Gürtel,primary,50,53.163,"LINESTRING (16.3496917 48.2245954, 16.3496943 48.2246066, 16.3497683 48.2249252, 16.3497759 48.2249578, 16.3498014 48.2250679)",8.8,height 2,5,"{(378727, 26405238, 0): 94.76, (378727, 33302019, 0): 178.236, (251207325, 213287623, 0): 112.86, (1371563077, 378727, 0): 84.285, (1629378075, 213287623, 0): 179.97700000000003}"
213287628,2455074401,0,20440224,True,,,Albertgasse,residential,30,70.293,"LINESTRING (16.3438336 48.2145713, 16.3437887 48.215125, 16.3437813 48.215173, 16.3437811 48.2152024)",356.8,height 2,19,"{(33144149, 213287628, 0): 178.26800000000003, (213287632, 213287628, 0): 87.745, (213287640, 213287628, 0): 93.16, (2455074396, 2455074401, 0): 88.389, (2455074401, 685158, 0): 92.245, (2455074427, 2455074401, 0): 165.24399999999997}"
213287632,213287628,0,26609862,True,,,Albertplatz,residential,30,63.257,"LINESTRING (16.3436004 48.2141654, 16.3435739 48.2145605, 16.3438336 48.2145713)",20.9,height 2,115,"{(33144149, 213287628, 0): 90.523, (33144149, 213287632, 0): 92.979, (213287628, 2455074401, 0): 87.745, (213287632, 33144127, 0): 87.38499999999999, (213287635, 213287632, 0): 179.66500000000002, (213287640, 213287628, 0): 179.095}"
