u,v,key,geometry,stroke_group,edge_interior_angle,int_bearing_diff
29048472,64971266,0,"LINESTRING (16.3308107 48.2264173, 16.3308019 48.2264039, 16.3307653 48.2263477, 16.330383 48.2257616, 16.330349 48.2257094)",2,"{(64975551, 29048472, 0): 179.562, (64971266, 50655845, 0): 175.077, (29048472, 64969715, 0): 104.759, (64971266, 64970487, 0): 82.439}",0
64971266,50655845,0,"LINESTRING (16.330349 48.2257094, 16.3298517 48.2250729, 16.3298143 48.2250272)",2,"{(29048472, 64971266, 0): 175.077, (50655845, 33144750, 0): 177.241, (64971266, 64970487, 0): 102.484, (50655844, 50655845, 0): 77.469}",1
50655845,33144750,0,"LINESTRING (16.3298143 48.2250272, 16.3297651 48.2249608, 16.3297188 48.2248907, 16.3294425 48.224501, 16.3291359 48.2240865)",2,"{(64971266, 50655845, 0): 177.241, (33144750, 33144659, 0): 167.96, (50655844, 50655845, 0): 99.77199999999999, (33144750, 33144747, 0): 76.53}",0
33144750,33144659,0,"LINESTRING (16.3291359 48.2240865, 16.3290619 48.2240211, 16.3283356 48.2226404)",2,"{(50655845, 33144750, 0): 167.96, (33144659, 33144621, 0): 179.66199999999998, (33144750, 33144747, 0): 115.51, (33144655, 33144659, 0): 81.181}",18
33144659,33144621,0,"LINESTRING (16.3283356 48.2226404, 16.3280054 48.2220036)",2,"{(33144750, 33144659, 0): 179.66199999999998, (33144621, 92739749, 0): 178.42499999999998, (33144621, 33144616, 0): 74.908, (33144655, 33144659, 0): 98.481}",0
33144621,92739749,0,"LINESTRING (16.3280054 48.2220036, 16.3276881 48.2213482)",2,"{(33144659, 33144621, 0): 178.42499999999998, (92739749, 33144817, 0): 178.955, (33144621, 33144616, 0): 103.517, (33144719, 92739749, 0): 82.363}",0
92739749,33144817,0,"LINESTRING (16.3276881 48.2213482, 16.3273924 48.2207648, 16.3273802 48.2207407, 16.327352 48.2206851)",2,"{(33144621, 92739749, 0): 178.955, (33144817, 256759891, 0): 177.086, (33144719, 92739749, 0): 98.682, (33144817, 33144808, 0): 81.45}",0
33144817,256759891,0,"LINESTRING (16.327352 48.2206851, 16.3273127 48.2206165, 16.3269907 48.220054, 16.3269878 48.220049, 16.3267001 48.2195464, 16.326678 48.2195217, 16.3266206 48.2194575)",2,"{(92739749, 33144817, 0): 177.086, (256759891, 6590910053, 0): 72.322, (33144817, 33144808, 0): 101.464, (256759891, 33242217, 0): 169.024}",10
33242217,33242197,0,"LINESTRING (16.3261857 48.2185309, 16.3259382 48.2176314)",2,"{(33242197, 33242098, 0): 179.757, (33242217, 33143877, 0): 97.92, (33143855, 33242197, 0): 81.582, (256759891, 33242217, 0): 179.51}",0
33242197,33242098,0,"LINESTRING (16.3259382 48.2176314, 16.3256772 48.2166983)",2,"{(33242217, 33242197, 0): 179.757, (33242098, 218288749, 0): 179.805, (33242098, 33174088, 0): 82.917, (33143855, 33242197, 0): 98.661}",0
33242098,218288749,0,"LINESTRING (16.3256772 48.2166983, 16.3255466 48.2162252, 16.3254894 48.2160399, 16.3254797 48.2160018, 16.3254745 48.2159814)",2,"{(33242077, 218288749, 0): 98.217, (218288749, 685169, 0): 78.58200000000001, (33242197, 33242098, 0): 179.805, (218288749, 254353386, 0): 178.553, (33242098, 33174088, 0): 96.888}",1
218288749,254353386,0,"LINESTRING (16.3254745 48.2159814, 16.3254562 48.2159165, 16.3254243 48.2157997, 16.3253203 48.2154433, 16.3253168 48.2153059)",2,"{(33242077, 218288749, 0): 80.336, (218288749, 685169, 0): 102.865, (33242098, 218288749, 0): 178.553, (254353386, 68228729, 0): 170.92399999999998, (248526742, 254353386, 0): 90.12400000000001, (254353386, 33242116, 0): 92.939}",10
254353386,68228729,0,"LINESTRING (16.3253168 48.2153059, 16.3254473 48.21433)",2,"{(218288749, 254353386, 0): 170.92399999999998, (68228729, 2285939391, 0): 179.29199999999997, (248526742, 254353386, 0): 83.71799999999999, (254353386, 33242116, 0): 96.137, (248526743, 68228729, 0): 100.41199999999999, (68228729, 33242275, 0): 95.56700000000001}",0
68228729,2285939391,0,"LINESTRING (16.3254473 48.21433, 16.3254651 48.2141831, 16.3254993 48.213989, 16.3255108 48.2139383, 16.3255271 48.2138704, 16.3255496 48.213733, 16.3255569 48.2136762, 16.3255732 48.2135506, 16.3255938 48.2133999, 16.3255939 48.213347, 16.3255913 48.2133069, 16.3255828 48.2132745, 16.3255651 48.2132434, 16.3255232 48.2131797)",2,"{(254353386, 68228729, 0): 179.29199999999997, (248526743, 68228729, 0): 94.114, (68228729, 33242275, 0): 98.95900000000002, (2285939391, 24966938, 0): 168.692, (8074083217, 2285939391, 0): 64.259, (2285939391, 25276596, 0): 109.102}",28
24966938,378630,0,"LINESTRING (16.3253329 48.2116633, 16.3254063 48.2113009, 16.3254075 48.211218)",2,"{(378630, 378629, 0): 166.176, (24966938, 24966942, 0): 95.372, (2285939391, 24966938, 0): 179.529, (33079254, 378630, 0): 99.515}",7
378630,378629,0,"LINESTRING (16.3254075 48.211218, 16.3253946 48.2111621, 16.3253764 48.2111085, 16.3253572 48.2110517, 16.3252281 48.2106773, 16.3252078 48.2106183, 16.3252037 48.2106064)",2,"{(24966938, 378630, 0): 166.176, (378642, 378629, 0): 79.994, (378629, 32637457, 0): 100.054, (33079254, 378630, 0): 94.309}",4
33144633,33144941,0,"LINESTRING (16.3349181 48.2206395, 16.3354187 48.2212569)",3,"{(33144941, 33144427, 0): 179.758, (33144941, 264055540, 0): 105.97800000000001, (264055539, 33144633, 0): 62.745, (33144947, 33144941, 0): 74.39099999999999, (33144633, 33144640, 0): 118.016}",0
33144941,33144427,0,"LINESTRING (16.3354187 48.2212569, 16.3360195 48.2219915)",3,"{(33144633, 33144941, 0): 179.758, (33144427, 3956260281, 0): 179.67700000000002, (33143821, 33144427, 0): 103.322, (33144427, 33144459, 0): 76.816, (33144941, 264055540, 0): 73.78, (33144947, 33144941, 0): 105.851}",0
33144427,3956260281,0,"LINESTRING (16.3360195 48.2219915, 16.3365219 48.2226129, 16.336713 48.2228454)",3,"{(33144941, 33144427, 0): 179.67700000000002, (3956260281, 33143995, 0): 176.19, (33144484, 3956260281, 0): 76.79599999999999, (3956260281, 33143825, 0): 103.38499999999999, (33143821, 33144427, 0): 77.001, (33144427, 33144459, 0): 102.86099999999999}",0
3956260281,33143995,0,"LINESTRING (16.336713 48.2228454, 16.3370733 48.2232287, 16.3374241 48.2235903, 16.3374361 48.2236027)",3,"{(33144427, 3956260281, 0): 176.19, (33143995, 33144577, 0): 179.774, (29048468, 33143995, 0): 67.556, (33143995, 25280482, 0): 112.474, (33144484, 3956260281, 0): 107.01400000000001, (3956260281, 33143825, 0): 72.805}",1
33143995,33144577,0,"LINESTRING (16.3374361 48.2236027, 16.337448 48.2236149, 16.3380685 48.224254)",3,"{(3956260281, 33143995, 0): 179.774, (33144577, 33345301, 0): 179.097, (29048468, 33143995, 0): 112.67, (33143995, 25280482, 0): 67.3, (33345304, 33144577, 0): 73.627, (33144577, 33144572, 0): 107.14}",0
33144577,33345301,0,"LINESTRING (16.3380685 48.224254, 16.3385877 48.2248059)",3,"{(33143995, 33144577, 0): 179.097, (33345304, 33144577, 0): 105.47, (33144577, 33144572, 0): 73.763, (33144555, 33345301, 0): 110.875, (33345301, 33345300, 0): 71.322, (33345301, 60631071, 0): 178.078}",0
60631071,401838,0,"LINESTRING (16.3401854 48.2252581, 16.3419567 48.2251368, 16.3420541 48.2251301)",3,"{(401838, 33344810, 0): 179.443, (33143834, 401838, 0): 86.008, (401838, 33344817, 0): 93.782, (33144555, 60631071, 0): 101.326, (33345301, 60631071, 0): 173.63, (60631071, 33345293, 0): 85.515}",0
401838,33344810,0,"LINESTRING (16.3420541 48.2251301, 16.3421483 48.2251227, 16.3434463 48.2250207)",3,"{(60631071, 401838, 0): 179.443, (33344810, 33344809, 0): 179.996, (33144503, 33344810, 0): 83.31599999999999, (33143834, 401838, 0): 93.435, (401838, 33344817, 0): 86.775}",0
33344810,33344809,0,"LINESTRING (16.3434463 48.2250207, 16.3438705 48.2249874)",3,"{(401838, 33344810, 0): 179.996, (33344809, 33344808, 0): 179.989, (33144503, 33344810, 0): 96.688, (33344809, 2423479559, 0): 102.92099999999999}",0
33344809,33344808,0,"LINESTRING (16.3438705 48.2249874, 16.3444017 48.2249458, 16.3444973 48.2249383)",3,"{(33344810, 33344809, 0): 179.989, (33344808, 33344811, 0): 179.596, (33344809, 2423479559, 0): 77.068, (33344808, 33144550, 0): 76.812}",0
33344808,33344811,0,"LINESTRING (16.3444973 48.2249383, 16.344601 48.2249309, 16.3457423 48.22485)",3,"{(33344809, 33344808, 0): 179.596, (33344811, 33344253, 0): 180, (33344812, 33344811, 0): 100.594, (33344811, 33344807, 0): 80.55199999999999, (33344808, 33144550, 0): 103.59200000000001}",0
33344811,33344253,0,"LINESTRING (16.3457423 48.22485, 16.3471178 48.2247525)",3,"{(33344808, 33344811, 0): 180, (33344253, 392442, 0): 179.32, (33344805, 33344253, 0): 77.58699999999999, (33344253, 251207329, 0): 103.72200000000001, (33344812, 33344811, 0): 79.406, (33344811, 33344807, 0): 99.44800000000001}",0
33344253,392442,0,"LINESTRING (16.3471178 48.2247525, 16.3479013 48.2246876, 16.3479451 48.224684)",3,"{(33344811, 33344253, 0): 179.32, (392442, 655018, 0): 179.54999999999998, (33344805, 33344253, 0): 101.733, (33344253, 251207329, 0): 76.958, (33344804, 392442, 0): 83.863, (392442, 394751, 0): 96.496}",0
392442,655018,0,"LINESTRING (16.3479451 48.224684, 16.348777 48.2246222, 16.3488214 48.2246194, 16.3489507 48.2246067)",3,"{(1371563077, 655018, 0): 97.023, (655018, 33344802, 0): 83.072, (33344253, 392442, 0): 179.54999999999998, (655018, 1629378075, 0): 179.94400000000002, (33344804, 392442, 0): 96.587, (392442, 394751, 0): 83.054}",2
655018,1629378075,0,"LINESTRING (16.3489507 48.2246067, 16.3490273 48.2245991, 16.3490676 48.2245951, 16.3491377 48.2245877, 16.3491428 48.2245871, 16.3492112 48.2245787, 16.3494651 48.2245475, 16.3495007 48.2245434, 16.3496756 48.2245257)",3,"{(1371563077, 655018, 0): 83.033, (655018, 33344802, 0): 96.872, (392442, 655018, 0): 179.94400000000002, (33345332, 1629378075, 0): 82.706, (1629378075, 378727, 0): 97.21600000000001, (1629378075, 3963787755, 0): 171.054}",0
3963787755,33345330,0,"LINESTRING (16.3504229 48.2241004, 16.3505 48.2240503)",3,"{(33345330, 251207323, 0): 179.995, (33345337, 3963787755, 0): 66.22800000000001, (1629378075, 3963787755, 0): 179.966, (33345330, 33345333, 0): 90.324}",0
33345330,251207323,0,"LINESTRING (16.3505 48.2240503, 16.3511414 48.2236336)",3,"{(3963787755, 33345330, 0): 179.995, (251207323, 251207322, 0): 179.491, (33345334, 251207323, 0): 86.516, (33345330, 33345333, 0): 89.681}",0
251207323,251207322,0,"LINESTRING (16.3511414 48.2236336, 16.351568 48.2233618, 16.3518322 48.2231935)",3,"{(33345330, 251207323, 0): 179.491, (251207322, 2521182222, 0): 179.56599999999997, (33345334, 251207323, 0): 93.993, (33344338, 251207322, 0): 80.154, (251207322, 33344339, 0): 96.217}",0
251207322,2521182222,0,"LINESTRING (16.3518322 48.2231935, 16.3525813 48.2227083, 16.3530108 48.2224278, 16.3530863 48.2223807, 16.3531326 48.2223523, 16.3532022 48.222307)",3,"{(1381612043, 2521182222, 0): 83.837, (2521182222, 2382977342, 0): 93.57, (251207323, 251207322, 0): 179.56599999999997, (33344338, 251207322, 0): 100.28, (251207322, 33344339, 0): 83.34899999999999}",0
33344802,33344805,0,"LINESTRING (16.3473009 48.2229672, 16.3472687 48.2230186, 16.3468177 48.2237373)",4,"{(655018, 33344802, 0): 106.857, (33344802, 33344801, 0): 72.793, (33344805, 33344253, 0): 131.423, (33344806, 33344805, 0): 107.331, (33344805, 33344804, 0): 116.06}",0
33344805,33344253,0,"LINESTRING (16.3468177 48.2237373, 16.3471178 48.2247525)",4,"{(33344811, 33344253, 0): 77.58699999999999, (33344253, 392442, 0): 101.733, (33344802, 33344805, 0): 131.423, (33344253, 251207329, 0): 178.69100000000003, (33344806, 33344805, 0): 121.246, (33344805, 33344804, 0): 79.581}",0
33344253,251207329,0,"LINESTRING (16.3471178 48.2247525, 16.3473213 48.2253872, 16.3473339 48.2254266, 16.347338 48.2254393)",4,"{(394751, 251207329, 0): 98.466, (251207329, 33344812, 0): 81.60600000000001, (33344811, 33344253, 0): 103.72200000000001, (33344253, 392442, 0): 76.958, (33344805, 33344253, 0): 178.69100000000003}",0
33344812,33344811,0,"LINESTRING (16.3459567 48.2256704, 16.3459527 48.2256552, 16.3459406 48.2256086, 16.3457423 48.22485)",5,"{(251207329, 33344812, 0): 95.246, (33344812, 2423479559, 0): 84.813, (33344808, 33344811, 0): 100.594, (33344811, 33344253, 0): 79.406, (33344811, 33344807, 0): 178.85399999999998}",0
33344811,33344807,0,"LINESTRING (16.3457423 48.22485, 16.3454933 48.2238131)",5,"{(33344808, 33344811, 0): 80.55199999999999, (33344811, 33344253, 0): 99.44800000000001, (33344812, 33344811, 0): 178.85399999999998, (33344807, 33344806, 0): 132.888, (33344807, 33144550, 0): 98.711}",0
33344807,33344806,0,"LINESTRING (16.3454933 48.2238131, 16.3457224 48.2234684)",5,"{(33344811, 33344807, 0): 132.888, (33344806, 33344801, 0): 177.17899999999997, (33144500, 33344806, 0): 70.80199999999999, (33344806, 33344805, 0): 116.12100000000001, (33344807, 33144550, 0): 128.401}",0
33344806,33344801,0,"LINESTRING (16.3457224 48.2234684, 16.3461958 48.2226739)",5,"{(33344802, 33344801, 0): 105.91799999999999, (33344801, 655012, 0): 74.071, (33344807, 33344806, 0): 177.17899999999997, (33144500, 33344806, 0): 106.377, (33344806, 33344805, 0): 66.7}",0
655012,33144500,0,"LINESTRING (16.3449313 48.2223384, 16.3444459 48.2231404)",6,"{(33344801, 655012, 0): 106.325, (655012, 283324403, 0): 73.096, (33144497, 33144500, 0): 106.416, (33144500, 33344806, 0): 73.227}",0
29048472,64969715,0,"LINESTRING (16.3308107 48.2264173, 16.3308796 48.2263942, 16.3312179 48.2262811, 16.3316802 48.2261538)",7,"{(64975551, 29048472, 0): 75.679, (29048472, 64971266, 0): 104.759, (64969715, 29048470, 0): 179.42000000000002, (64970487, 64969715, 0): 70.957}",4
64969715,29048470,0,"LINESTRING (16.3316802 48.2261538, 16.3318772 48.2260974, 16.332417 48.2259476, 16.3325431 48.2259115, 16.3325806 48.2259008, 16.3326189 48.2258864)",7,"{(29048472, 64969715, 0): 179.42000000000002, (64970627, 29048470, 0): 79.022, (29048470, 33345319, 0): 101.58, (64970487, 64969715, 0): 108.463, (29048470, 283324413, 0): 179.37800000000001}",6
283324413,33144069,0,"LINESTRING (16.3344762 48.2249845, 16.3345417 48.2249524, 16.3346509 48.2248988, 16.3354038 48.2245295)",7,"{(33144069, 29048468, 0): 179.95299999999997, (33345286, 283324413, 0): 74.877, (283324413, 33144491, 0): 105.979, (33144487, 33144069, 0): 74.979, (33144069, 33345303, 0): 105.89099999999999, (29048470, 283324413, 0): 179.408}",0
33144069,29048468,0,"LINESTRING (16.3354038 48.2245295, 16.3364756 48.2240027, 16.3365505 48.2239659)",7,"{(283324413, 33144069, 0): 179.95299999999997, (29048468, 33143995, 0): 178.085, (33345304, 29048468, 0): 107.538, (29048468, 33144484, 0): 73.632, (33144487, 33144069, 0): 104.974, (33144069, 33345303, 0): 74.156}",0
29048468,33143995,0,"LINESTRING (16.3365505 48.2239659, 16.3366333 48.2239286, 16.3367684 48.2238678, 16.3369897 48.2237796, 16.3374361 48.2236027)",7,"{(3956260281, 33143995, 0): 67.556, (33143995, 33144577, 0): 112.67, (33144069, 29048468, 0): 178.085, (33143995, 25280482, 0): 179.97, (33345304, 29048468, 0): 70.547, (29048468, 33144484, 0): 108.283}",3
33143995,25280482,0,"LINESTRING (16.3374361 48.2236027, 16.3385302 48.2231698, 16.3386125 48.2231372)",7,"{(3956260281, 33143995, 0): 112.474, (33143995, 33144577, 0): 67.3, (29048468, 33143995, 0): 179.97, (25280482, 283324407, 0): 178.409, (33143825, 25280482, 0): 71.548, (25280482, 33144572, 0): 107.41}",0
25280482,283324407,0,"LINESTRING (16.3386125 48.2231372, 16.3386652 48.223118, 16.3388109 48.2230651, 16.3389935 48.2230028, 16.3391524 48.2229531, 16.3393236 48.222905, 16.3400219 48.222715)",7,"{(33143995, 25280482, 0): 178.409, (283324407, 392301, 0): 179.762, (33143825, 25280482, 0): 110.043, (25280482, 33144572, 0): 70.999, (33144560, 283324407, 0): 108.571, (283324407, 33144475, 0): 71.277}",6
283324407,392301,0,"LINESTRING (16.3400219 48.222715, 16.3408275 48.2224994, 16.3413525 48.2223584, 16.3415458 48.2223061, 16.3416439 48.2222852)",7,"{(25280482, 283324407, 0): 179.762, (392301, 283324405, 0): 178.905, (33144467, 392301, 0): 66.703, (392301, 33143829, 0): 107.159, (33144560, 283324407, 0): 71.191, (283324407, 33144475, 0): 108.961}",4
392301,283324405,0,"LINESTRING (16.3416439 48.2222852, 16.3417257 48.2222694, 16.3417948 48.2222561, 16.3421236 48.2222061, 16.3426438 48.2221284)",7,"{(283324407, 392301, 0): 178.905, (283324405, 358517297, 0): 179.983, (29048466, 283324405, 0): 80.461, (283324405, 33144494, 0): 98.841, (33144467, 392301, 0): 114.392, (392301, 33143829, 0): 71.746}",4
283324405,358517297,0,"LINESTRING (16.3426438 48.2221284, 16.3431456 48.2220536, 16.3433933 48.222015, 16.3434385 48.222008, 16.3435101 48.2219968)",7,"{(392301, 283324405, 0): 179.983, (358517297, 283324403, 0): 177.94, (29048466, 283324405, 0): 99.55600000000001, (283324405, 33144494, 0): 81.142, (33144497, 358517297, 0): 117.723}",1
358517297,283324403,0,"LINESTRING (16.3435101 48.2219968, 16.3435592 48.2219873, 16.343601 48.2219692, 16.3436212 48.2219556)",7,"{(655012, 283324403, 0): 119.878, (283324403, 29048465, 0): 70.967, (283324405, 358517297, 0): 177.94, (33144497, 358517297, 0): 64.337}",29
64971266,64970487,0,"LINESTRING (16.330349 48.2257094, 16.3304571 48.2256578, 16.3308421 48.2254784, 16.3311374 48.2253378)",8,"{(29048472, 64971266, 0): 82.439, (64971266, 50655845, 0): 102.484, (64970487, 64970627, 0): 170.941, (50655844, 64970487, 0): 84.229, (64970487, 64969715, 0): 97.906}",0
64970487,64970627,0,"LINESTRING (16.3311374 48.2253378, 16.3312434 48.2253066, 16.3321398 48.2251083)",8,"{(64971266, 64970487, 0): 170.941, (33144463, 64970627, 0): 69.12, (64970627, 29048470, 0): 109.151, (50655844, 64970487, 0): 104.83, (64970487, 64969715, 0): 73.035, (64970627, 33144491, 0): 165.44799999999998}",5
33144491,33144487,0,"LINESTRING (16.3338278 48.224264, 16.3338464 48.2242549, 16.3338945 48.2242314, 16.3347658 48.2238029)",8,"{(33144487, 33144484, 0): 179.97400000000002, (283324413, 33144491, 0): 74.267, (33144491, 292365649, 0): 105.327, (393924, 33144487, 0): 74.414, (33144487, 33144069, 0): 105.099, (64970627, 33144491, 0): 179.976}",0
33144487,33144484,0,"LINESTRING (16.3347658 48.2238029, 16.3358738 48.2232586)",8,"{(33144491, 33144487, 0): 179.97400000000002, (33144484, 3956260281, 0): 179.948, (29048468, 33144484, 0): 108.753, (33144484, 33144459, 0): 72.791, (393924, 33144487, 0): 105.612, (33144487, 33144069, 0): 74.875}",0
33144484,3956260281,0,"LINESTRING (16.3358738 48.2232586, 16.336713 48.2228454)",8,"{(33144427, 3956260281, 0): 76.79599999999999, (3956260281, 33143995, 0): 107.01400000000001, (33144487, 33144484, 0): 179.948, (3956260281, 33143825, 0): 179.81900000000002, (29048468, 33144484, 0): 71.299, (33144484, 33144459, 0): 107.15700000000001}",0
3956260281,33143825,0,"LINESTRING (16.336713 48.2228454, 16.337882 48.2222744)",8,"{(33144427, 3956260281, 0): 103.38499999999999, (3956260281, 33143995, 0): 72.805, (33144484, 3956260281, 0): 179.81900000000002, (33143825, 33144475, 0): 179.94400000000002, (33143821, 33143825, 0): 76.14699999999999, (33143825, 25280482, 0): 104.223}",0
33143825,33144475,0,"LINESTRING (16.337882 48.2222744, 16.3384038 48.2220189, 16.3393645 48.2217434)",8,"{(3956260281, 33143825, 0): 179.94400000000002, (33144475, 33144471, 0): 179.477, (33143821, 33143825, 0): 103.797, (33143825, 25280482, 0): 75.833, (283324407, 33144475, 0): 108.083}",13
33144475,33144471,0,"LINESTRING (16.3393645 48.2217434, 16.3395494 48.2216922)",8,"{(33143825, 33144475, 0): 179.477, (33144471, 33144467, 0): 179.959, (33144422, 33144471, 0): 72.216, (283324407, 33144475, 0): 71.39399999999999}",0
33144471,33144467,0,"LINESTRING (16.3395494 48.2216922, 16.3409478 48.2213039)",8,"{(33144475, 33144471, 0): 179.959, (33144467, 29048466, 0): 170.808, (33144424, 33144467, 0): 69.779, (33144467, 392301, 0): 109.822, (33144422, 33144471, 0): 107.743}",0
33144467,29048466,0,"LINESTRING (16.3409478 48.2213039, 16.3420779 48.2211786)",8,"{(33144471, 33144467, 0): 170.808, (29048466, 29048465, 0): 177.738, (33143888, 29048466, 0): 65.566, (29048466, 283324405, 0): 115.654, (33144424, 33144467, 0): 119.41300000000001, (33144467, 392301, 0): 60.986}",0
29048466,29048465,0,"LINESTRING (16.3420779 48.2211786, 16.3430644 48.2210296, 16.3431569 48.2210156)",8,"{(283324403, 29048465, 0): 103.87700000000001, (29048465, 33144366, 0): 76.124, (33144467, 29048466, 0): 177.738, (33143888, 29048466, 0): 112.172, (29048466, 283324405, 0): 66.608}",0
